"product_id";"short_descr"
"194";"Capture the realism of live sound with two mics in one. The ATR6250 provides extremely affordable, high-quality stereo pickup in a single microphone. Its compact design is ideal for use with video cameras and portable audio recorders. Provided with a range of professional accessories, this price/performance leader is ruggedly built to endure the realities of day-to-day use.<BR><BR><UL><LI>Element: Stereo condenser<LI>Polar pattern: Dual cardioid<LI>Frequency response: 70-18,000 Hz<LI>Open circuit sensitivity: -50 dB<LI>Impedance: 600 ohms<LI>Cable (camera): 0.2m (8 in.) long, 3.5mm (1/8 in.) stereo to 3.5mm (1/8 in.) stereo<LI>Cable (recording): 3m (9.8 ft.) long, 3.5mm (1/8 in.) stereo to (2) 3.5mm (1/9 in.) mono plugs<LI>Output connector: Screw-in 3.5mm (1/8 in.) stereo (female)<LI>High-quality stereo pickup in a single mic<LI>Plugs into your video camera or audio recorder</LI></UL><BR>"
"195";"Freeway 200 Series Wireless System is designed to provide reliable performance, easy setup and clear, natural sound quality. A novel dipole antenna system on the receiver improves operation by providing a ground element in addition to the usual signal element.<BR><BR><UL><LI>Wireless omnidirectional lavalier microphone system<LI>VHF high band operating frequency 169.505 MHz<LI>Easy operation and clear, natural sound quality<LI>Advanced dipole antenna system for extended operating range<LI>Power, RF, and AF Peak indicators<LI>Volume control, 1/4 in. output jack and space-saving power supply<LI>Easily accessible On/Standby/Off switch on transmitters<LI>Professional locking connector on UniPak body-pack transmitter<LI>Fixed channel; 200 ft. typical operating range<LI>Reliable performance and durable construction</LI></UL><BR>Receiver dimensions: 1.65'' H x 5.12'' D x 7.48'' W Receiver weight: 0.7 lbs Bodypack Transmitter dimensions: 4.33'' H x 1'' D x 2.56 W Bodypack Transmitter weight: 0.2 lbs. (without battery Retail box dimensions: 3.4'' H x 14.3'' D x 14.5'' W Retail box weight: 2.25 lbs."
"196";"Audio-Technica's ATW-251/L FreeWay Lavalier Wireless Microphone System are designed to provide reliable performance, easy setup and clear, natural sound quality. ATW-251/L FreeWay Lavalier Wireless Microphone System work on a specific crystal-controlled frequency. A novel dipole antenna system on the receiver improves operation by providing a ground element in addition to the usual signal element.<BR><BR><UL><LI>Wireless omnidirectional lavalier microphone system<LI>VHF high band operating frequency 170.245 MHz<LI>Easy operation and clear, natural sound quality<LI>Advanced dipole antenna system for extended operating range<LI>Power, RF, and AF Peak indicators<LI>Volume control, 1/4 in. output jack and space-saving power supply<LI>Easily accessible On/Standby/Off switch on transmitters<LI>Professional locking connector on UniPak body-pack transmitter<LI>Fixed channel; 200 ft. typical operating range<LI>Reliable performance and durable construction</LI></UL><BR>Receiver dimensions: 1.65'' H x 5.12'' D x 7.48'' W Receiver weight: 0.7 lbs Bodypack Transmitter dimensions: 4.33'' H x 1'' D x 2.56 W Bodypack Transmitter weight: 0.2 lbs. (without battery Retail box dimensions: 3.4'' H x 14.3'' D x 14.5'' W Retail box weight: 2.25 lbs."
"197";"Audio-Technica's ATW-251/L FreeWay Lavalier Wireless Microphone System are designed to provide reliable performance, easy setup and clear, natural sound quality. ATW-251/L FreeWay Lavalier Wireless Microphone System work on a specific crystal-controlled frequency. A novel dipole antenna system on the receiver improves operation by providing a ground element in addition to the usual signal element.<BR><BR><UL><LI>Wireless omnidirectional lavalier microphone system<LI>VHF high band operating frequency 171.905 MHz<LI>Easy operation and clear, natural sound quality<LI>Advanced dipole antenna system for extended operating range<LI>Power, RF, and AF Peak indicators<LI>Volume control, 1/4 in. output jack and space-saving power supply<LI>Easily accessible On/Standby/Off switch on transmitters<LI>Professional locking connector on UniPak body-pack transmitter<LI>Fixed channel; 200 ft. typical operating range<LI>Reliable performance and durable construction</LI></UL><BR>Receiver dimensions: 1.65'' H x 5.12'' D x 7.48'' W Receiver weight: 0.7 lbs Bodypack Transmitter dimensions: 4.33'' H x 1'' D x 2.56 W Bodypack Transmitter weight: 0.2 lbs. (without battery Retail box dimensions: 3.4'' H x 14.3'' D x 14.5'' W Retail box weight: 2.25 lbs."
"198";"Audio-Technica's PRO88W-R35 VHF wireless microphone system is designed for camcorder and other applications requiring a small, easily portable wireless. Equipped with a flexible detachable antenna and a choice of two transmitter and receiver frequencies on each system, the small and inconspicuous VHF wireless system will mount on the light shoe of camcorders or on the back of a camera itself with a Velcro attachment. For fixed installations, a 9V DC input is available on the receiver. Eight VHF channels are available for interference-free operation in virtually any location.<BR><BR><UL><LI>Includes ATR35 miniature omnidirectional clip-on microphone<LI>Provides freedom of movement for video production, computer applications and business presentations<LI>Two switchable frequencies for interference-free operation<LI>High-band VHF operation for superior sound<LI>Normal operating range 100 feet, up to 300 feet under optimum conditions<LI>Durable, flexible antenna can be positioned for best reception<LI>Real-time monitoring capability with included earphone<LI>Rugged design and construction with handsome non-reflective finish<LI>Quick and reliable mounting system for camcorder use<LI>Receiver and transmitter are each powered by a single 9V battery</LI></UL><BR>Retail Box Dimensions: 2.1'' H x 5.5'' L x 8.3'' W Retail Box Weight: 0.74 lb."
"199";"The Audio-Technica ATH-CK303MBK Black Sound Isolaltion In-Ear Headphones create a casual listening experience. They feature a new improved canal design which keeps the noise out and prevents sound leakage while producing a crisp sound quality. From the plug to the driver, each part is assembled with the latest high-end technology and material for a clean and sharp look.<BR><BR><UL><LI>Black sound isolation in-ear headphones<LI>Ear-fit design provides maximum sound isolation and prevents sound leakage<LI>Crisp, clear audio quality<LI>Compact body provides long-listening comfort<LI>Includes ear tips in four sizes (XS/S/M/L)<LI>20-20,000 Hz frequency response<LI>40 mW maximum input power<LI>100 dB/mW sensitivity; 16 ohms impedance<LI>3.9 ft. cable<LI>3.5mm L-type, mini-stereo, gold plated connector</LI></UL><BR>"
"200";"The Audio-Technica ATH-CK303MBL Blue Sound Isolation In-Ear Headphones create a casual listening experience. They feature a new improved canal design which keeps the noise out and prevents sound leakage while producing a crisp sound quality. From the plug to the driver, each part is assembled with the latest high-end technology and material for a clean and sharp look.<BR><BR><UL><LI>Blue sound isolation in-ear headphones<LI>Ear-fit design provides maximum sound isolation and prevents sound leakage<LI>Crisp, clear audio quality<LI>Compact body provides long-listening comfort<LI>Includes ear tips in four sizes (XS/S/M/L)<LI>20-20,000 Hz frequency response<LI>40 mW maximum input power<LI>100 dB/mW sensitivity; 16 ohms impedance<LI>3.9 ft. cable<LI>3.5mm L-type, mini-stereo, gold plated connector</LI></UL><BR>"
"201";"The Audio-Technica ATH-CK303MBPK Black and Pink Sound Isolation In-Ear Headphones create a casual listening experience. They feature a new improved canal design which keeps the noise out and prevents sound leakage while producing a crisp sound quality. From the plug to the driver, each part is assembled with the latest high-end technology and material for a clean and sharp look.<BR><BR><UL><LI>Black and Pink sound isolation in-ear headphones<LI>Ear-fit design provides maximum sound isolation and prevents sound leakage<LI>Crisp, clear audio quality<LI>Compact body provides long-listening comfort<LI>Includes ear tips in four sizes (XS/S/M/L)<LI>20-20,000 Hz frequency response<LI>40 mW maximum input power<LI>100 dB/mW sensitivity; 16 ohms impedance<LI>3.9 ft. cable<LI>3.5mm L-type, mini-stereo, gold plated connector</LI></UL><BR>"
"202";"The Audio-Technica ATH-CK303MBRD Black and Red Sound Isolation In-Ear Headphones create a casual listening experience. They feature a new improved canal design which keeps the noise out and prevents sound leakage while producing a crisp sound quality. From the plug to the driver, each part is assembled with the latest high-end technology and material for a clean and sharp look.<BR><BR><UL><LI>Black and Red sound isolation in-ear headphones<LI>Ear-fit design provides maximum sound isolation and prevents sound leakage<LI>Crisp, clear audio quality<LI>Compact body provides long-listening comfort<LI>Includes ear tips in four sizes (XS/S/M/L)<LI>20-20,000 Hz frequency response<LI>40 mW maximum input power<LI>100 dB/mW sensitivity; 16 ohms impedance<LI>3.9 ft. cable<LI>3.5mm L-type, mini-stereo, gold plated connector</LI></UL><BR>"
"203";"The Audio-Technica ATH-CK303MPK Pink Sound Isolation In-Ear Headphones create a casual listening experience. They feature a new improved canal design which keeps the noise out and prevents sound leakage while producing a crisp sound quality. From the plug to the driver, each part is assembled with the latest high-end technology and material for a clean and sharp look.<BR><BR><UL><LI>Pink sound isolation in-ear headphones<LI>Ear-fit design provides maximum sound isolation and prevents sound leakage<LI>Crisp, clear audio quality<LI>Compact body provides long-listening comfort<LI>Includes ear tips in four sizes (XS/S/M/L)<LI>20-20,000 Hz frequency response<LI>40 mW maximum input power<LI>100 dB/mW sensitivity; 16 ohms impedance<LI>3.9 ft. cable<LI>3.5mm L-type, mini-stereo, gold plated connector</LI></UL><BR>"
"204";"The Audio-Technica ATH-CK303MSV Silver Sound Isolation In-Ear Headphones create a casual listening experience. They feature a new improved canal design which keeps the noise out and prevents sound leakage while producing a crisp sound quality. From the plug to the driver, each part is assembled with the latest high-end technology and material for a clean and sharp look.<BR><BR><UL><LI>Silver sound isolation in-ear headphones<LI>Ear-fit design provides maximum sound isolation and prevents sound leakage<LI>Crisp, clear audio quality<LI>Compact body provides long-listening comfort<LI>Includes ear tips in four sizes (XS/S/M/L)<LI>20-20,000 Hz frequency response<LI>40 mW maximum input power<LI>100 dB/mW sensitivity; 16 ohms impedance<LI>3.9 ft. cable<LI>3.5mm L-type, mini-stereo, gold plated connector</LI></UL><BR>"
"205";"The Audio-Technica ATH-CK400IBK In-Ear Headphones with Integrated Control are the Apple friendly earphones for the latest iPod, iPhone, and iPad models. Featuring a multi-function control with a built-in microphone they allow the user to adjust volume, answer calls, select music, and record audio. These headphones are designed with the classic body structure that provides a comfortable fit. The private cord holder keeps the extra length in place.<BR><BR><UL><LI>Navigate your iPod, iPhone or iPad library<LI>Includes microphone for phone calls and voice memos<LI>Powerful 8.8mm drivers deliver clear and natural audio reproduction<LI>One button answer calls and control volume<LI>Play, pause, fast forward and rewind with one button<LI>XS/S/M/L ear tips provide comfortable fit<LI>Convenient cord wrap keeps cord neat and tangle free<LI>20-20,000 Hz frequency response<LI>3.9 ft. cable<LI>3.5mm L-type mini stereo, gold-plated connector</LI></UL><BR>"
"206";"The Audio-Technica ATH-CKF300DPK Dark Pink Ultra Lightweight In-Ear Headphones are designed with a full color body like a flower bud ready to bloom. The ultra small body is lightweight and fits in any size ear so it stays. The headphones are designed with an 8.8mm driver unit to produce even better sound quality. And 3 different size ear pieces (XS, S, M) are included.<BR><BR><UL><LI>Dark Pink ultra lightweight in-ear headphones<LI>Compact, colorful headphones reflect images of flowers in bloom<LI>Ultra-small lightweight design for long-wearing comfortable fit<LI>Includes case and ear tips (XS, S, M)<LI>18-23,000 Hz frequency response<LI>40 mW maximum input power<LI>101 dB/mW sensitivity<LI>16 ohms inpedance<LI>3.3 ft. Y-type cable<LI>3.5mm L-type mini-stereo, gold-plated connector</LI></UL><BR>"
"207";"The Audio-Technica ATH-CKF300GD Gold Ultra Lightweight In-Ear Headphones are designed with a full color body like a flower bud ready to bloom. The ultra small body is lightweight and fits in any size ear so it stays. The headphones are designed with an 8.8mm driver unit to produce even better sound quality. And 3 different size ear pieces (XS, S, M) are included.<BR><BR><UL><LI>Gold ultra lightweight in-ear headphones<LI>Compact, colorful headphones reflect images of flowers in bloom<LI>Ultra-small lightweight design for long-wearing comfortable fit<LI>Includes case and ear tips (XS, S, M)<LI>18-23,000 Hz frequency response<LI>40 mW maximum input power<LI>101 dB/mW sensitivity<LI>16 ohms inpedance<LI>3.3 ft. Y-type cable<LI>3.5mm L-type mini-stereo, gold-plated connector</LI></UL><BR>"
"208";"The Audio-Technica ATH-CKF300LGR Lime Green Ultra Lightweight In-Ear Headphones are designed with a full color body like a flower bud ready to bloom. The ultra small body is lightweight and fits in any size ear so it stays. The headphones are designed with an 8.8mm driver unit to produce even better sound quality. And 3 different size ear pieces (XS, S, M) are included.<BR><BR><UL><LI>Lime Green ultra lightweight in-ear headphones<LI>Compact, colorful headphones reflect images of flowers in bloom<LI>Ultra-small lightweight design for long-wearing comfortable fit<LI>Includes case and ear tips (XS, S, M)<LI>18-23,000 Hz frequency response<LI>40 mW maximum input power<LI>101 dB/mW sensitivity<LI>16 ohms inpedance<LI>3.3 ft. Y-type cable<LI>3.5mm L-type mini-stereo, gold-plated connector</LI></UL><BR>"
"209";"The Audio-Technica ATH-CKF300LPK Light Pink Ultra Lightweight In-Ear Headphones are designed with a full color body like a flower bud ready to bloom. The ultra small body is lightweight and fits in any size ear so it stays. The headphones are designed with an 8.8mm driver unit to produce even better sound quality. And 3 different size ear pieces (XS, S, M) are included.<BR><BR><UL><LI>Light Pink ultra lightweight in-ear headphones<LI>Compact, colorful headphones reflect images of flowers in bloom<LI>Ultra-small lightweight design for long-wearing comfortable fit<LI>Includes case and ear tips (XS, S, M)<LI>18-23,000 Hz frequency response<LI>40 mW maximum input power<LI>101 dB/mW sensitivity<LI>16 ohms inpedance<LI>3.3 ft. Y-type cable<LI>35mm L-type mini-stereo, gold-plated connector</LI></UL><BR>"
"210";"The Audio-Technica ATH-CKF300MGR Mint Green Ultra Lightweight In-Ear Headphones are designed with a full color body like a flower bud ready to bloom. The ultra small body is lightweight and fits in any size ear so it stays. The headphones are designed with an 8.8mm driver unit to produce even better sound quality. And 3 different size ear pieces (XS, S, M) are included.<BR><BR><UL><LI>Mint Green ultra lightweight in-ear headphones<LI>Compact, colorful headphones reflect images of flowers in bloom<LI>Ultra-small lightweight design for long-wearing comfortable fit<LI>Includes case and ear tips (XS, S, M)<LI>18-23,000 Hz frequency response<LI>40 mW maximum input power<LI>101 dB/mW sensitivity<LI>16 ohms inpedance<LI>3.3 ft. Y-type cable<LI>35mm L-type mini-stereo, gold-plated connector</LI></UL><BR>"
"211";"The Audio-Technica ATH-CKF300PK Pink Ultra Lightweight In-Ear Headphones are designed with a full color body like a flower bud ready to bloom. The ultra small body is lightweight and fits in any size ear so it stays. The headphones are designed with an 8.8mm driver unit to produce even better sound quality. And 3 different size ear pieces (XS, S, M) are included.<BR><BR><UL><LI>Pink ultra lightweight in-ear headphones<LI>Compact, colorful headphones reflect images of flowers in bloom<LI>Ultra-small lightweight design for long-wearing comfortable fit<LI>Includes case and ear tips (XS, S, M)<LI>18-23,000 Hz frequency response<LI>40 mW maximum input power<LI>101 dB/mW sensitivity<LI>16 ohms inpedance<LI>3.3 ft. Y-type cable<LI>35mm L-type mini-stereo, gold-plated connector</LI></UL><BR>"
"212";"The Audio-Technica ATH-CKF300PL Purple Ultra Lightweight In-Ear Headphones are designed with a full color body like a flower bud ready to bloom. The ultra small body is lightweight and fits in any size ear so it stays. The headphones are designed with an 8.8mm driver unit to produce even better sound quality. And 3 different size ear pieces (XS, S, M) are included.<BR><BR><UL><LI>Purple ultra lightweight in-ear headphones<LI>Compact, colorful headphones reflect images of flowers in bloom<LI>Ultra-small lightweight design for long-wearing comfortable fit<LI>Includes case and ear tips (XS, S, M)<LI>18-23,000 Hz frequency response<LI>40 mW maximum input power<LI>101 dB/mW sensitivity<LI>16 ohms inpedance<LI>3.3 ft. Y-type cable<LI>35mm L-type mini-stereo, gold-plated connector</LI></UL><BR>"
"213";"The Audio-Technica ATH-CKF300WH White Ultra Lightweight In-Ear Headphones are designed with a full color body like a flower bud ready to bloom. The ultra small body is lightweight and fits in any size ear so it stays. The headphones are designed with an 8.8mm driver unit to produce even better sound quality. And 3 different size ear pieces (XS, S, M) are included.<BR><BR><UL><LI>White ultra lightweight in-ear headphones<LI>Compact, colorful headphones reflect images of flowers in bloom<LI>Ultra-small lightweight design for long-wearing comfortable fit<LI>Includes case and ear tips (XS, S, M)<LI>18-23,000 Hz frequency response<LI>40 mW maximum input power<LI>101 dB/mW sensitivity<LI>16 ohms inpedance<LI>3.3 ft. Y-type cable<LI>3.5mm L-type mini-stereo, gold-plated connector</LI></UL><BR>"
"214";"The Audio-Technica ATH-CKF500BK Black In-Ear Headphones are a fashion accessory headphone that feature polytope cut ring and rhinestone slider. Elegant calligraphy indicates Left and Right on the headphones. Compact body provides long listening comfort. Easy-to-fit design ensures prevention of sound leakage. Graciously decorated slider is like a pendant top. 8.8 mm drivers ensure highest audio quality. And included is a cable wrap holder in a key motif.<BR><BR><UL><LI>Black in-ear headphones with rhinestone slider<LI>Embellished with elegant calligraphy<LI>Comes with a chic key-shaped cable wrap<LI>8.8mm drivers deliver crystal-clear, high-performance audio<LI>Compact design for long-wearing comfort<LI>16-23,000 Hz frequency response<LI>40 mW maximum input power<LI>102 dB/mW sensitivity; 16 ohms impedance<LI>3.3 ft. Y-type cable<LI>3.5mm mini-stereo, gold-plated connector</LI></UL><BR>"
"215";"The Audio-Technica ATH-CKF500BW Brown In-Ear Headphones with Rhinestone are a fashion accessory headphone that feature polytope cut ring and rhinestone. Elegant calligraphy indicates Left and Right on the headphones. Compact body provides long listening comfort. Easy-to-fit design ensures prevention of sound leakage. Graciously decorated slider is like a pendant top. 8.8 mm drivers ensure highest audio quality. And included is a cable wrap holder in a key motif.<BR><BR><UL><LI>Brown in-ear headphones with rhinestone<LI>Embellished with rhinestone detailing, elegant calligraphy<LI>Comes with a chic key-shaped cable wrap<LI>8.8mm drivers deliver crystal-clear, high-performance audio<LI>Compact design for long-wearing comfort<LI>16-23,000 Hz frequency response<LI>40 mW maximum input power<LI>102 dB/mW sensitivity; 16 ohms impedance<LI>3.3 ft. Y-type cable<LI>3.5mm mini-stereo, gold-plated connector</LI></UL><BR>"
"216";"The Audio-Technica ATH-CKF500IV Ivory In-Ear Headphones with Rhinestone are a fashion accessory headphone that feature polytope cut ring and rhinestone. Elegant calligraphy indicates Left and Right on the headphones. Compact body provides long listening comfort. Easy-to-fit design ensures prevention of sound leakage. Graciously decorated slider is like a pendant top. 8.8 mm drivers ensure highest audio quality. And included is a cable wrap holder in a key motif.<BR><BR><UL><LI>Ivory in-ear headphones with rhinestone<LI>Embellished with rhinestone detailing, elegant calligraphy<LI>Comes with a chic key-shaped cable wrap<LI>8.8mm drivers deliver crystal-clear, high-performance audio<LI>Compact design for long-wearing comfort<LI>16-23,000 Hz frequency response<LI>40 mW maximum input power<LI>102 dB/mW sensitivity; 16 ohms impedance<LI>3.3 ft. Y-type cable<LI>3.5mm mini-stereo, gold-plated connector</LI></UL><BR>"
"217";"The Audio-Technica ATH-CKF500LPK Light Pink In-Ear Headphones with Rhinestone are a fashion accessory headphone that feature polytope cut ring and rhinestone. Elegant calligraphy indicates Left and Right on the headphones. Compact body provides long listening comfort. Easy-to-fit design ensures prevention of sound leakage. Graciously decorated slider is like a pendant top. 8.8 mm drivers ensure highest audio quality. And included is a cable wrap holder in a key motif.<BR><BR><UL><LI>Light Pink in-ear headphones with rhinestone<LI>Embellished with rhinestone detailing, elegant calligraphy<LI>Comes with a chic key-shaped cable wrap<LI>8.8mm drivers deliver crystal-clear, high-performance audio<LI>Compact design for long-wearing comfort<LI>16-23,000 Hz frequency response<LI>40 mW maximum input power<LI>102 dB/mW sensitivity; 16 ohms impedance<LI>3.3 ft. Y-type cable<LI>3.5mm mini-stereo, gold-plated connector</LI></UL><BR>"
"218";"The Audio-Technica ATH-CKF500PGD Pink and Gold In-Ear Headphones with Rhinestone are a fashion accessory headphone that feature polytope cut ring and rhinestone. Elegant calligraphy indicates Left and Right on the headphones. Compact body provides long listening comfort. Easy-to-fit design ensures prevention of sound leakage. Graciously decorated slider is like a pendant top. 8.8 mm drivers ensure highest audio quality. And included is a cable wrap holder in a key motif.<BR><BR><UL><LI>Pink and Gold in-ear headphones with rhinestone<LI>Embellished with rhinestone detailing, elegant calligraphy<LI>Comes with a chic key-shaped cable wrap<LI>8.8mm drivers deliver crystal-clear, high-performance audio<LI>Compact design for long-wearing comfort<LI>16-23,000 Hz frequency response<LI>40 mW maximum input power<LI>102 dB/mW sensitivity; 16 ohms impedance<LI>3.3 ft. Y-type cable<LI>3.5mm mini-stereo, gold-plated connector</LI></UL><BR>"
"219";"The Audio-Technica ATH-CKF500PK Pink In-Ear Headphones with Rhinestone are a fashion accessory headphone that feature polytope cut ring and rhinestone. Elegant calligraphy indicates Left and Right on the headphones. Compact body provides long listening comfort. Easy-to-fit design ensures prevention of sound leakage. Graciously decorated slider is like a pendant top. 8.8 mm drivers ensure highest audio quality. And included is a cable wrap holder in a key motif.<BR><BR><UL><LI>Pink in-ear headphones with rhinestone<LI>Embellished with rhinestone detailing, elegant calligraphy<LI>Comes with a chic key-shaped cable wrap<LI>8.8mm drivers deliver crystal-clear, high-performance audio<LI>Compact design for long-wearing comfort<LI>16-23,000 Hz frequency response<LI>40 mW maximum input power<LI>102 dB/mW sensitivity; 16 ohms impedance<LI>3.3 ft. Y-type cable<LI>3.5mm mini-stereo, gold-plated connector</LI></UL><BR>"
"220";"The Audio-Technica ATH-CKF500TBL Turquoise Blue In-Ear Headphones with Rhinestone are a fashion accessory headphone that feature polytope cut ring and rhinestone. Elegant calligraphy indicates Left and Right on the headphones. Compact body provides long listening comfort. Easy-to-fit design ensures prevention of sound leakage. Graciously decorated slider is like a pendant top. 8.8 mm drivers ensure highest audio quality. And included is a cable wrap holder in a key motif.<BR><BR><UL><LI>Turquoise Blue in-ear headphones with rhinestone<LI>Embellished with rhinestone detailing, elegant calligraphy<LI>Comes with a chic key-shaped cable wrap<LI>8.8mm drivers deliver crystal-clear, high-performance audio<LI>Compact design for long-wearing comfort<LI>16-23,000 Hz frequency response<LI>40 mW maximum input power<LI>102 dB/mW sensitivity; 16 ohms impedance<LI>3.3 ft. Y-type cable<LI>3.5mm mini-stereo, gold-plated connector</LI></UL><BR>"
"221";"The Audio-Technica ATH-CKF500WH White In-Ear Headphones with Rhinestone are a fashion accessory headphone that feature polytope cut ring and rhinestone. Elegant calligraphy indicates Left and Right on the headphones. Compact body provides long listening comfort. Easy-to-fit design ensures prevention of sound leakage. Graciously decorated slider is like a pendant top. 8.8 mm drivers ensure highest audio quality. And included is a cable wrap holder in a key motif.<BR><BR><UL><LI>White in-ear headphones with rhinestone<LI>Embellished with rhinestone detailing, elegant calligraphy<LI>Comes with a chic key-shaped cable wrap<LI>8.8mm drivers deliver crystal-clear, high-performance audio<LI>Compact design for long-wearing comfort<LI>16-23,000 Hz frequency response<LI>40 mW maximum input power<LI>102 dB/mW sensitivity; 16 ohms impedance<LI>3.3 ft. Y-type cable<LI>3.5mm mini-stereo, gold-plated connector</LI></UL><BR>"
"222";"The Coby CVE52 Pink Isolation Stereo Earphones is where dynamic audio meets expressive design. These headphones feature an in-ear isolation system to block background noise while delivering crisp sound. A durable ear bud design lets you listen in comfort.<BR><BR><UL><LI>Pink isolation stereo earphones<LI>In-ear isolation design blocks background noise<LI>High-performance 9mm neodymium drivers for deep bass sound<LI>3.5mm L-shape stereo plug<LI>Sound-isolating earbud design for maximum comfort<LI>Blister Packaging</LI></UL><BR>Retail box dimensions: 1.1'' H x 7'' D x 3.27'' W Retail box weight: 0.08 lbs."
"223";"Dynamic audio meets expressive design with Coby's isolation stereo earphone. This earphone features an in-ear isolation system to block background noise while delivering crisp sound. A durable ear bud design lets you listen in comfort.<BR><BR><UL><LI>Red isolation stereo earphones<LI>In-ear isolation design blocks background noise<LI>High-performance 9mm neodymium drivers for deep bass sound<LI>3.5mm L-shape stereo plug<LI>Sound-isolating earbud design for maximum comfort<LI>Blister Packaging</LI></UL><BR>Retail box dimensions: 1.1'' H x 7'' D x 3.27'' W Retail box weight: 0.08 lbs."
"224";"The Coby CVE52 Silver Isolation Stereo Earphones is where dynamic audio meets expressive design. These headphones feature an in-ear isolation system to block background noise while delivering crisp sound. A durable ear bud design lets you listen in comfort.<BR><BR><UL><LI>Silver isolation stereo earphones<LI>In-ear isolation design blocks background noise<LI>High-performance 9mm neodymium drivers for deep bass sound<LI>3.5mm L-shape stereo plug<LI>Sound-isolating earbud design for maximum comfort<LI>Blister Packaging</LI></UL><BR>Retail box dimensions: 1.1'' H x 7'' D x 3.27'' W Retail box weight: 0.08 lbs."
"244";"Experience superior audio fidelity with the Coby CVE91 Isolation Stereo Earphone with Volume Control. Featuring an in-ear isolation design that blocks background noise and provides maximum comfort. Lightweight and convenient with high-performance 9mm neodymium drivers for deep bass sound.<BR><BR><UL><LI>White stereo earphones<LI>In-ear isolation design blocks background noise<LI>High-performance 9mm neodymium drivers for deep bass sound<LI>In-line volume control<LI>3.5mm L-shape stereo plug<LI>Super lightweight design<LI>Blister packaging</LI></UL><BR>Retail box dimensions: 1.26'' H x 8.46'' D x 4'' W Retail box weight: 0.3"
"245";"Dynamic audio meets expressive design with Coby's high-performance isolation stereo headphones. Available in an array of bright colors, these headphones feature an in-ear isolation system to block background noise while delivering crisp sound. A durable design with interchangeable, multiple-sized silicone earplugs lets you listen in comfort.<BR><BR><UL><LI>Black isolation stereo earphones<LI>In-ear isolation design blocks background noise<LI>Experience your music without distraction<LI>High-definition 10mm neodymium drivers are optimized to produce pounding bass and crisp highs<LI>Interchangeable silicone ear plugs ensure a perfect and comfortable fit<LI>Asymmetrical cabling system keeps cords out of the way during wear<LI>Gold-plated 3.5mm stereo mini plug</LI></UL><BR>Retail box dimensions: 4.5'' H x 1.5'' D x 8'' W Retail box weight: 0.24 lbs."
"246";"Dynamic audio meets expressive design with Coby's high-performance isolation stereo headphones. Available in an array of bright colors, these headphones feature an in-ear isolation system to block background noise while delivering crisp sound. A durable design with interchangeable, multiple-sized silicone earplugs lets you listen in comfort.<BR><BR><UL><LI>Blue isolation stereo earphones<LI>In-ear isolation design blocks background noise<LI>Experience your music without distraction<LI>High-definition 10mm neodymium drivers are optimized to produce pounding bass and crisp highs<LI>Interchangeable silicone ear plugs ensure a perfect and comfortable fit<LI>Asymmetrical cabling system keeps cords out of the way during wear<LI>Gold-plated 3.5mm stereo mini plug</LI></UL><BR>Retail box dimensions: 4.5'' H x 1.5'' D x 8'' W Retail box weight: 0.24 lbs."
"247";"Dynamic audio meets expressive design with Coby's high-performance isolation stereo headphones. Available in an array of bright colors, these headphones feature an in-ear isolation system to block background noise while delivering crisp sound. A durable design with interchangeable, multiple-sized silicone earplugs lets you listen in comfort.<BR><BR><UL><LI>Green isolation stereo earphones<LI>In-ear isolation design blocks background noise<LI>Experience your music without distraction<LI>High-definition 10mm neodymium drivers are optimized to produce pounding bass and crisp highs<LI>Interchangeable silicone ear plugs ensure a perfect and comfortable fit<LI>Asymmetrical cabling system keeps cords out of the way during wear<LI>Gold-plated 3.5mm stereo mini plug</LI></UL><BR>Retail box dimensions: 4.5'' H x 1.5'' D x 8'' W Retail box weight: 0.24 lbs."
"248";"Dynamic audio meets expressive design with Coby's high-performance isolation stereo headphones. Available in an array of bright colors, these headphones feature an in-ear isolation system to block background noise while delivering crisp sound. A durable design with interchangeable, multiple-sized silicone earplugs lets you listen in comfort.<BR><BR><UL><LI>Orange isolation stereo earphones<LI>In-ear isolation design blocks background noise<LI>Experience your music without distraction<LI>High-definition 10mm neodymium drivers are optimized to produce pounding bass and crisp highs<LI>Interchangeable silicone ear plugs ensure a perfect and comfortable fit<LI>Asymmetrical cabling system keeps cords out of the way during wear<LI>Gold-plated 3.5mm stereo mini plug</LI></UL><BR>Retail box dimensions: 4.5'' H x 1.5'' D x 8'' W Retail box weight: 0.24 lbs."
"249";"Dynamic audio meets expressive design with Coby's high-performance isolation stereo headphones. Available in an array of bright colors, these headphones feature an in-ear isolation system to block background noise while delivering crisp sound. A durable design with interchangeable, multiple-sized silicone earplugs lets you listen in comfort.<BR><BR><UL><LI>Pink isolation stereo earphones<LI>In-ear isolation design blocks background noise<LI>Experience your music without distraction<LI>High-definition 10mm neodymium drivers are optimized to produce pounding bass and crisp highs<LI>Interchangeable silicone ear plugs ensure a perfect and comfortable fit<LI>Asymmetrical cabling system keeps cords out of the way during wear<LI>Gold-plated 3.5mm stereo mini plug</LI></UL><BR>Retail box dimensions: 4.5'' H x 1.5'' D x 8'' W Retail box weight: 0.24 lbs."
